cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
1981,?,0,4,0,?,0,2,3,10,?,0,?,0,13,0,?,4,?,?,0,0,?,0,?,0,?,61,0,79,0
1425,?,0,4,1,5,0,2,3,10,?,?,?,0,0,1,6,4,?,25,0,0,?,?,17,0,0,61,0,0,0
1311,?,11,?,0,0,6,?,3,0,4,0,?,0,0,?,?,?,?,25,?,0,?,0,17,19,18,61,?,?,?
1421,?,11,?,0,?,?,?,3,19,?,1,?,0,?,0,?,0,?,25,?,0,?,0,17,19,18,61,0,69,0
1420,?,11,4,1,0,0,2,3,?,4,1,?,0,0,0,?,0,?,25,?,0,?,0,17,19,18,61,0,?,0
1283,?,11,4,0,0,0,?,3,?,4,0,?,0,?,0,?,?,?,25,?,2,?,0,17,19,18,61,0,69,2
1282,?,11,4,0,0,?,2,3,0,4,0,?,0,0,0,?,0,?,25,?,2,?,0,?,19,18,61,0,69,?
1598,?,?,4,0,0,0,?,3,0,4,0,?,0,?,0,?,0,?,25,?,?,?,0,17,19,18,61,0,69,2
1639,?,0,4,0,0,0,2,?,0,2,1,?,0,?,0,6,0,?,25,0,0,?,1,17,?,0,61,0,0,0
1638,?,0,4,0,0,0,2,3,0,2,1,?,0,8,0,6,0,?,25,?,0,?,1,17,0,0,61,0,?,0
1435,?,0,4,0,?,0,?,3,0,0,1,?,?,8,?,?,0,?,?,?,0,?,1,?,0,?,61,0,25,2
1434,?,0,4,?,20,0,2,3,0,0,1,?,4,8,0,?,?,?,25,?,0,?,1,17,?,33,61,0,0,2
1333,?,0,?,?,0,10,2,3,0,0,1,?,4,8,0,6,0,?,25,?,0,?,?,17,0,22,61,?,0,2
1520,?,0,4,1,0,0,2,3,?,14,?,?,0,0,0,?,7,?,25,0,0,?,?,17,6,?,61,0,0,0
1505,?,0,4,1,0,0,?,3,0,?,1,?,0,0,0,?,?,?,25,?,0,?,?,17,6,0,61,0,0,2
1490,?,?,4,1,0,?,?,3,0,14,1,?,0,0,3,?,?,?,25,0,0,?,1,17,?,0,61,0,?,0
1303,?,0,4,0,?,3,2,3,15,0,0,?,0,4,?,?,0,0,25,0,10,?,0,0,27,0,61,7,0,2
1302,?,0,4,0,?,3,2,3,?,0,?,?,0,4,?,6,0,0,25,?,10,?,0,0,27,0,61,0,0,2
1523,?,0,4,0,0,3,2,3,0,0,1,?,0,4,3,6,0,0,25,8,10,?,?,?,27,0,61,0,?,2
1449,?,7,?,?,?,?,2,3,0,0,?,?,0,0,3,6,0,?,?,7,0,?,1,0,27,?,61,0,0,2
1349,?,?,?,0,?,3,2,3,0,0,0,?,0,0,?,?,0,?,25,?,0,?,0,0,27,0,61,0,34,?
1348,?,?,?,?,0,3,2,3,0,0,0,?,0,0,?,6,25,6,25,0,0,?,0,0,?,0,61,0,34,2
1124,?,0,4,0,0,3,2,3,0,?,1,?,0,17,0,6,?,5,25,0,?,?,0,0,0,?,?,0,0,2
1118,?,14,4,?,11,3,2,3,0,8,0,?,10,?,3,?,0,?,25,0,0,?,0,0,0,0,61,?,0,0
1161,?,0,4,0,?,3,2,3,0,2,0,?,10,0,3,6,0,0,?,0,0,?,0,0,0,0,61,?,15,0
1410,?,?,4,1,11,3,2,3,0,0,0,?,0,0,3,6,?,0,25,0,?,?,0,0,?,?,61,0,?,0
1483,?,14,4,1,11,?,?,3,0,?,?,?,?,0,3,6,0,0,25,0,?,?,0,?,?,0,61,0,45,0
1482,?,14,4,1,11,3,2,3,0,8,?,?,0,?,3,6,0,1,25,0,?,?,0,0,0,0,61,0,45,0
1112,?,2,4,0,2,3,2,3,0,0,0,?,0,11,3,6,0,1,25,0,28,?,?,0,?,0,?,0,?,0
1404,?,0,4,0,0,3,2,3,0,0,?,?,2,0,3,6,?,0,25,0,?,?,0,0,0,22,61,?,0,0
1457,?,0,4,0,0,3,2,3,0,0,?,?,0,?,3,6,7,1,25,5,0,?,?,?,0,22,61,0,?,2
1456,?,0,4,0,?,3,?,3,0,0,0,?,0,0,?,6,7,1,25,?,0,?,?,0,0,?,61,0,?,2
1158,?,5,4,0,0,10,0,?,?,0,0,?,1,31,?,?,19,?,25,0,?,?,0,0,25,0,?,?,0,0
1253,?,5,?,?,0,10,?,3,0,0,0,?,1,31,0,?,0,?,25,0,0,?,?,0,25,0,0,0,0,0
1342,?,5,4,?,7,10,0,3,15,0,?,?,?,31,0,?,23,?,?,0,9,?,0,0,16,0,3,0,0,?
1719,?,5,?,0,7,10,0,3,15,2,0,?,?,31,3,?,23,?,25,0,9,?,0,0,16,0,?,0,0,0
1718,?,5,?,0,7,10,0,3,?,2,?,?,1,31,3,?,23,?,?,0,?,?,0,0,?,?,3,0,?,2
1191,?,?,4,?,0,10,?,3,0,0,?,?,1,31,0,0,0,?,25,?,0,?,1,0,0,9,?,11,23,2
1263,?,?,4,0,?,10,?,3,?,1,1,?,1,31,3,0,0,0,25,3,0,?,1,?,0,9,0,11,?,0
1377,?,?,?,0,0,10,1,3,0,?,1,?,1,31,?,33,0,0,?,3,0,?,1,0,0,9,0,11,?,2
1251,?,?,4,0,?,10,0,3,0,0,1,?,1,?,0,0,6,0,25,0,0,?,?,25,19,0,0,?,41,0
1250,?,0,4,0,7,10,0,3,0,0,1,?,1,31,0,?,6,?,25,34,?,?,1,25,19,0,0,4,41,0
1079,?,12,?,0,?,10,0,3,0,0,1,?,1,31,0,0,?,0,25,0,?,?,1,0,0,0,0,?,41,0
