cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
I1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
I2,0,0,s,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0
I3,0,0,s,0,0,1,0,9,0,10,2,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,28,0,2,0
I4,0,0,s,12,0,1,0,9,23,10,2,10,0,0,0,0,12,0,25,0,0,0,0,0,0,0,28,0,2,0
I5,0,0,s,12,0,1,13,9,23,10,2,10,0,0,0,0,12,0,25,0,0,0,0,0,0,0,28,5,2,0
I6,0,0,s,12,0,1,13,9,23,10,2,10,6,0,0,1,12,0,25,0,0,0,0,0,9,0,28,5,2,0
I7,0,0,s,12,0,1,13,9,23,10,2,10,6,0,0,1,12,0,25,0,0,1,0,0,9,0,28,5,2,0
I8,0,21,s,12,0,1,13,9,23,10,2,10,6,0,0,1,12,0,25,0,0,1,0,0,9,0,28,5,2,1
1507,2,21,s,12,0,1,13,9,23,10,2,d,6,7,3,1,12,0,25,0,1,d,0,6,d,0,28,5,d,1
1626,d,21,s,d,0,d,13,9,23,10,2,10,6,0,0,1,12,0,25,0,0,1,d,0,d,0,d,5,2,1
I15,0,0,s,12,0,1,13,9,23,10,2,10,6,0,0,1,12,0,25,0,0,1,0,0,9,18,28,5,2,0
1310,4,0,s,d,0,1,s,9,23,10,2,10,6,0,0,1,12,0,25,0,1,1,0,0,9,18,d,5,2,0
I20,0,0,s,12,0,1,13,9,23,10,2,10,6,0,0,1,12,0,25,0,0,1,0,0,9,18,28,5,2,0
1283,0,0,s,12,0,1,13,9,23,10,2,10,6,0,0,1,12,0,25,4,d,1,0,0,9,d,d,5,2,0
1282,0,0,s,12,0,1,13,d,23,10,2,10,d,0,0,1,d,0,25,d,0,1,0,6,9,s,28,d,d,0
I22,0,0,s,12,0,1,13,s,23,10,2,10,6,0,0,1,12,0,25,0,0,0,0,0,9,0,28,5,2,0
I23,0,0,s,12,0,1,13,s,23,10,2,10,6,6,0,1,12,0,25,0,0,0,0,0,9,0,28,5,2,0
I24,2,0,s,12,0,1,13,s,23,10,2,10,6,6,0,1,12,26,s,0,0,0,0,4,9,0,28,5,2,0
1607,2,0,s,12,0,d,13,s,23,10,2,10,d,d,d,1,d,26,s,d,s,0,0,4,9,d,28,5,2,1
1638,2,0,s,12,d,1,13,s,23,10,2,10,d,6,0,1,12,26,s,0,0,0,0,4,9,d,28,5,2,0
I27,0,0,s,12,0,1,13,s,23,10,2,10,6,6,0,1,12,0,25,0,0,0,0,0,9,0,28,5,2,0
1435,0,d,s,12,d,1,13,s,23,10,2,10,6,6,0,1,12,0,25,d,1,0,d,0,9,d,28,5,d,s
1333,0,0,s,12,0,1,13,s,23,10,2,10,6,6,0,d,d,0,25,d,d,0,0,0,9,d,d,5,2,0
I30,0,0,s,12,0,1,13,s,23,10,2,10,6,0,0,1,12,0,25,0,0,0,0,0,9,0,28,5,2,0
I31,0,0,s,12,0,1,s,s,23,10,2,10,6,0,0,1,12,0,25,1,0,0,0,0,9,0,28,5,2,6
1520,4,37,s,12,0,1,s,s,d,10,d,10,6,7,0,d,d,d,25,1,0,0,0,0,9,0,28,5,2,s
I33,0,0,s,12,0,1,s,s,23,10,2,10,6,0,0,1,12,0,25,1,0,0,0,0,9,0,28,5,2,6
1505,0,0,s,12,0,1,s,s,23,10,2,10,6,0,0,1,12,8,25,1,0,0,0,0,d,0,28,5,2,d
1504,0,0,s,12,0,1,s,s,23,10,2,10,6,0,0,1,12,d,25,1,0,0,0,0,9,0,28,5,2,d
1491,0,d,s,12,0,1,13,s,23,10,2,10,6,0,0,1,d,0,25,0,0,0,1,0,d,13,28,5,2,0
