cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
1980,?,?,?,1,?,4,0,0,0,21,0,8,6,?,7,?,0,0,4,1,?,6,4,?,5,?,?,?,8,?
1626,?,1,?,1,?,4,0,0,0,21,0,0,6,?,7,?,0,0,4,1,0,6,4,0,5,39,2,1,8,?
1311,?,1,?,1,1,4,7,?,0,17,?,17,6,?,7,?,0,0,?,1,12,6,?,0,5,39,2,1,?,5
1420,?,1,?,1,?,4,7,2,0,17,1,0,6,?,7,?,?,0,?,1,?,6,4,4,5,39,2,1,?,5
1283,?,1,?,?,1,4,?,?,23,0,1,2,6,?,7,?,?,?,?,1,2,6,?,?,5,?,?,1,8,5
1599,?,1,?,1,1,4,7,2,0,14,1,0,6,?,7,?,0,0,?,1,2,?,4,31,5,39,2,1,?,5
1607,?,1,?,?,1,4,0,0,0,18,1,?,6,?,7,?,0,?,?,1,2,3,4,0,?,39,0,1,8,5
1606,?,1,?,?,?,4,0,0,0,18,1,0,6,?,7,?,?,0,0,1,2,3,4,0,5,39,0,1,8,5
1639,?,1,?,?,1,4,0,0,?,?,1,0,6,?,7,?,0,0,11,1,2,0,4,0,5,39,0,1,8,5
1333,?,?,?,?,1,4,0,0,0,18,1,0,6,?,7,?,0,0,0,?,2,0,?,?,5,?,0,1,?,5
1332,?,1,?,?,?,4,0,0,0,18,1,0,6,?,7,?,0,0,0,1,2,0,4,0,5,39,0,1,8,5
1505,?,1,?,?,1,4,0,?,33,18,1,31,6,?,7,?,?,4,0,?,2,?,?,4,5,39,2,1,8,?
1755,?,1,?,?,1,4,?,0,33,18,1,31,6,?,7,?,1,4,33,1,2,0,4,0,5,39,0,1,8,5
1303,2,1,?,0,1,0,0,0,0,?,0,?,6,7,7,?,0,?,0,?,9,3,4,14,5,?,0,?,8,3
1302,2,1,?,0,1,?,?,?,0,0,0,0,6,7,7,?,0,8,0,?,?,3,?,?,5,?,0,1,8,3
1522,?,1,?,0,1,0,0,0,0,0,0,0,6,0,?,?,8,8,?,?,?,3,4,14,5,?,0,1,8,3
1448,0,1,?,?,?,?,0,0,?,?,0,0,6,5,7,?,0,8,0,?,9,3,4,14,5,?,0,?,8,3
1349,0,1,?,0,1,0,0,?,0,0,1,0,6,0,7,?,0,8,4,?,9,3,4,14,5,?,0,?,8,3
1348,0,1,?,0,1,0,0,24,0,0,1,5,6,0,7,?,0,8,4,?,9,3,4,14,5,?,0,?,8,?
1052,?,?,?,0,?,0,0,0,?,0,1,0,?,0,7,?,15,0,0,?,9,3,4,14,5,?,2,1,8,?
1192,12,1,?,0,?,0,7,4,0,0,?,0,6,0,7,?,?,0,?,?,9,3,4,14,5,?,2,1,8,?
1125,12,1,?,0,1,12,?,0,0,0,1,0,?,0,7,?,0,0,?,?,9,?,4,14,5,?,0,1,8,?
1035,0,1,?,0,1,12,?,37,0,0,1,?,6,7,7,?,0,0,11,?,9,3,4,14,5,?,0,1,8,3
1118,0,1,?,?,1,0,7,0,0,?,0,42,6,?,7,?,0,16,0,?,9,0,?,?,?,?,?,1,8,3
1161,?,1,?,0,?,0,7,0,0,0,0,0,6,11,7,?,0,0,0,?,?,0,4,?,5,39,2,1,8,3
1410,0,1,?,1,1,0,?,0,?,0,0,0,6,0,7,?,?,0,0,?,?,0,4,?,?,39,0,1,?,?
1483,0,1,?,0,1,0,7,?,?,21,0,0,6,0,?,?,0,0,0,?,9,0,4,14,5,39,?,1,8,3
1482,0,?,?,1,1,0,7,26,0,21,0,0,6,?,7,?,0,0,0,?,9,0,?,14,5,?,?,1,8,?
1113,0,?,?,0,1,0,0,0,?,8,0,17,6,0,7,?,0,?,0,?,9,0,?,?,5,39,2,1,?,3
1405,0,?,?,?,1,0,7,0,?,8,0,17,6,0,7,?,?,?,0,?,9,0,4,?,5,39,?,1,8,3
1404,0,1,?,0,?,0,7,0,?,8,0,17,6,0,7,?,?,0,33,?,?,0,4,14,5,39,2,1,8,3
1457,0,1,?,0,1,0,?,0,?,8,0,0,6,?,7,?,0,0,?,?,9,3,4,14,5,39,0,1,8,3
1456,0,1,?,0,1,?,0,0,?,8,0,?,6,?,?,?,0,?,0,?,9,?,4,?,5,?,0,1,?,3
1339,7,1,?,1,1,0,?,0,?,8,0,0,6,?,?,?,0,0,0,?,9,?,?,14,5,39,0,1,8,3
1286,11,?,2,0,?,0,11,0,10,0,0,?,6,8,7,?,?,0,0,?,0,3,4,0,5,39,2,?,8,7
1150,11,0,2,0,?,15,11,0,?,0,0,0,6,8,?,?,0,0,0,?,0,3,4,48,5,39,0,1,8,?
1159,11,1,2,2,0,0,0,0,10,0,0,0,6,8,7,?,?,?,0,1,0,0,4,4,5,39,0,1,8,?
1158,11,?,2,0,0,0,0,0,?,0,0,0,6,8,?,?,0,14,0,?,0,0,4,4,5,39,0,?,8,7
1253,?,1,?,0,0,0,?,0,10,0,0,0,6,8,?,?,0,0,0,1,0,?,4,0,?,39,0,?,8,?
1342,11,?,2,?,0,10,0,?,0,0,1,0,6,8,7,?,26,0,0,1,?,0,4,17,?,39,0,1,8,0
1718,11,?,2,0,0,0,5,35,0,0,0,0,6,?,7,?,26,0,5,1,?,3,4,17,5,39,?,1,8,0
1111,11,?,2,0,1,0,?,0,20,0,1,1,6,8,7,?,0,0,0,?,16,0,?,17,5,39,0,1,8,?
1071,11,?,2,0,0,8,0,30,0,0,0,?,6,8,7,?,0,0,0,1,?,0,?,17,5,39,0,1,8,0
2028,11,?,?,1,0,8,0,30,0,0,0,0,6,8,?,?,?,0,0,1,16,?,4,17,5,39,0,?,8,0
1191,?,0,2,1,0,0,7,?,6,0,0,?,6,?,7,?,0,0,11,?,15,1,?,8,5,39,0,1,8,0
1299,11,1,2,1,0,0,7,0,21,0,0,0,6,8,7,?,0,0,0,?,15,?,?,8,?,39,0,1,8,?
1298,11,1,2,1,1,0,7,?,21,0,0,?,?,8,?,?,14,0,13,?,15,1,4,8,5,39,0,1,8,0
1376,11,?,2,0,0,?,0,?,0,0,0,41,6,8,7,?,0,8,0,1,15,0,4,?,5,?,0,1,8,0
1250,11,0,2,?,0,0,7,0,0,0,?,0,6,8,7,?,0,0,23,1,0,0,4,8,5,39,2,1,8,0
1079,11,0,?,0,0,0,?,0,0,0,0,0,6,?,?,?,?,0,23,1,0,0,4,8,5,39,0,?,8,0
1407,11,0,2,0,1,0,?,3,33,?,?,?,6,8,7,?,0,?,23,1,0,?,4,8,5,39,0,?,8,0
1406,11,1,2,0,1,0,7,3,33,0,1,?,6,?,7,?,0,0,?,1,0,3,4,8,5,39,0,1,8,0
1972,11,1,?,0,0,2,7,?,0,?,0,0,6,8,7,?,0,?,20,1,14,0,4,0,5,?,0,1,8,0
1059,?,0,2,0,0,2,7,?,0,0,?,0,6,?,7,?,0,0,20,1,0,0,4,0,5,39,0,1,8,0
1866,11,1,2,1,?,2,7,?,21,14,0,21,?,8,?,?,0,0,20,1,0,0,4,0,5,39,0,1,8,7
2045,11,?,2,?,0,2,7,?,0,0,0,?,6,?,7,?,33,0,20,1,0,0,4,0,5,39,0,?,8,0
2044,11,?,2,?,0,2,7,?,0,0,0,0,6,8,7,?,33,?,20,1,0,0,4,0,5,39,0,1,8,0
2031,11,?,?,1,?,2,7,?,0,0,?,?,6,?,7,?,0,?,20,1,?,0,?,0,5,39,?,1,8,0
1301,?,0,2,0,?,8,7,0,0,0,1,?,6,8,7,?,9,0,20,1,?,0,4,15,5,39,0,1,8,0
1300,?,0,?,0,?,8,?,0,0,0,1,?,6,8,7,?,9,0,?,1,15,0,4,15,?,?,0,1,8,0
1726,?,0,2,0,0,8,?,0,27,0,1,0,?,8,7,?,?,0,?,1,15,7,4,?,5,39,0,1,8,0
1044,11,1,?,0,0,0,7,0,0,2,1,?,?,8,7,?,?,?,20,1,15,?,4,0,5,39,0,1,?,0
1081,11,0,2,0,0,0,7,0,39,0,?,0,6,8,7,?,9,0,20,1,?,?,4,0,5,?,0,1,8,0
1893,0,?,2,1,2,0,?,37,17,0,0,?,6,3,7,?,16,0,0,1,0,3,4,45,5,39,2,?,?,1
1892,0,0,2,1,2,0,0,37,17,0,0,8,6,?,?,?,16,0,0,?,0,3,4,45,5,39,?,1,?,1
1805,?,0,2,1,?,0,0,37,17,0,0,0,6,3,7,?,16,?,0,1,?,3,4,45,5,39,2,1,?,0
1092,0,1,2,?,0,6,0,0,0,18,1,8,6,3,7,?,?,0,0,1,0,3,4,45,5,39,2,1,8,0
1743,3,0,2,1,0,0,0,0,0,?,?,0,?,3,7,?,0,0,?,1,0,?,4,45,5,39,2,1,?,0
1579,?,0,?,?,0,0,0,0,0,0,?,36,6,3,7,?,0,?,0,?,0,3,4,?,5,39,2,1,8,?
1578,0,0,?,1,0,8,0,0,0,?,?,36,6,3,7,?,0,0,37,1,0,3,?,45,5,39,2,?,8,7
1365,7,0,2,1,0,12,0,0,?,4,0,0,6,3,7,?,10,0,19,1,0,3,4,?,5,39,2,1,8,0
1902,0,1,2,1,0,12,?,?,?,4,0,?,6,3,7,?,8,?,?,?,?,3,4,?,5,39,?,1,?,0
