cell_name,target_site,state_0,state_1,state_2,state_3
1686,0,-6.0872534769185265,-10.95537808406227,-11.076350083391644,-7.318029551409905
1686,1,-8.343302759827244,-15.22550907558734,-21.766356004632037,-11.35465911992316
1686,2,-7.801702744979685,-17.966082247512066,-17.847531628132174,-11.107815510152669
1686,3,-5.765983853927133,-18.442440960393437,-16.453684836692396,-12.185148544479123
1686,5,-6.819562968971075,-15.092300473681766,-16.033144329519594,-9.601882268876873
1686,7,-8.284914559220915,-11.788952484381202,-17.990338964314624,-9.68008622791931
1686,8,-7.174548868615088,-14.372408420926792,-20.110851615454553,-12.443254479209608
1686,9,-6.5847028558182386,-13.119030284586659,-19.512431637960496,-9.556691528086773
1686,11,-6.433503183561318,-11.733135549876142,-10.460550648416683,-8.984313754065566
1686,12,-6.589735819923605,-19.43868712984485,-11.524393388578813,-10.256491510195156
1686,13,-6.521367969945683,-14.081614967752826,-18.416146018528373,-13.592435608387639
1686,14,-12.193238640659072,-14.907309566880665,-18.41940376510685,-14.840564391966955
1686,15,-6.7520974598940615,-17.134056728591286,-15.94813241416949,-11.621442811638236
1686,16,-5.465450185654709,-18.15485916626253,-13.502519809295094,-11.154404980155633
1686,17,-5.449829037267892,-16.440569719413404,-19.046026435168976,-12.833111238651465
1686,18,-5.54414582124798,-18.632828230345613,-15.65134476919892,-13.089012381991322
1686,19,-5.80713752251022,-15.123895073894495,-15.90064118277566,-11.310989592455977
1686,20,-6.972866390905888,-13.532013774123824,-15.41058016858031,-10.301439327667724
1686,21,-6.578997200969564,-16.796897977589687,-22.394156467434826,-11.96579528709059
1686,23,-8.481307435546828,-25.751016116168465,-24.25207638687928,-20.56205843699322
1686,24,-6.576347261964401,-21.60477461314092,-20.468353795771502,-13.510151526641602
1686,25,-8.879979150379032,-20.509579770753774,-15.642891936526322,-17.68543533517499
1686,27,-7.003742107185025,-11.29996632538677,-14.731981911179966,-6.90287477548271
1686,28,-6.586911449575565,-21.67940271619689,-23.1884778503421,-15.895906665445736
1686,29,-6.923048821571934,-12.856709190126313,-21.70217428509106,-12.21852675879298
1686,30,-7.157234720987119,-14.796813609377564,-21.371955769643968,-14.135123378992605
1686,32,-6.39091714655967,-13.716269590391015,-15.757416725918318,-11.68283925094618
1686,33,-7.370690546307771,-23.56055029628568,-18.213846416770643,-15.997363292462861
1686,34,-11.846685016593455,-10.280550476610617,-6.557762787189399,-8.529768716169489
1686,35,-5.439435579043153,-12.541526307756655,-11.272187332922604,-7.7023636705947
