cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,1,0,0,0,0,0,39,0,0,8,0
I3,0,0,2,0,0,0,0,0,0,0,0,0,6,0,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,0
I4,0,0,2,0,0,0,0,0,0,0,0,0,6,0,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,0
I5,0,1,s,0,1,0,0,0,0,0,0,0,6,0,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,0
I6,s,1,s,0,1,4,0,0,0,0,0,0,6,s,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,5
I7,s,1,s,0,1,4,0,0,0,0,0,0,6,s,7,s,0,0,4,1,0,6,4,0,5,39,0,1,8,5
I8,s,1,s,0,s,4,0,0,0,21,0,0,6,s,7,s,0,0,4,1,0,6,4,0,5,39,2,1,8,5
I10,s,1,s,1,s,4,0,35,0,21,0,0,6,s,7,s,0,0,4,1,0,6,4,0,s,39,2,1,8,5
1507,s,d,s,1,s,4,0,35,0,21,0,0,6,s,7,s,0,d,4,s,0,6,4,0,s,39,2,1,8,d
1506,s,s,s,1,s,d,0,35,0,21,0,0,6,s,7,s,0,d,4,1,8,6,4,0,s,39,2,1,8,5
1626,s,1,s,1,s,4,0,0,0,21,0,0,6,s,7,s,0,0,4,1,0,6,4,0,5,39,2,1,8,d
I19,s,1,s,1,1,4,7,2,0,0,1,0,6,s,7,s,0,0,s,1,2,6,4,0,5,39,2,1,8,5
1283,s,1,s,d,1,4,d,d,23,0,1,2,6,s,7,s,d,s,s,1,2,6,d,d,5,d,d,1,8,5
1598,s,1,s,s,1,s,d,2,d,14,1,0,6,s,d,s,0,0,s,d,d,d,4,31,5,39,2,1,8,5
I22,s,1,s,s,1,4,0,0,0,18,1,0,6,s,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,5
I23,s,1,s,s,1,4,0,0,0,18,1,0,6,s,7,s,0,0,0,1,2,0,4,0,5,39,0,1,8,5
1639,s,1,s,s,1,4,0,0,d,d,1,0,6,s,7,s,0,0,11,1,2,0,4,0,5,39,0,1,8,5
I27,s,1,s,s,1,4,0,0,0,18,1,0,6,s,7,s,0,0,0,1,2,0,4,0,5,39,0,1,8,5
1434,s,1,s,s,1,4,0,0,0,18,1,s,6,s,7,s,0,0,0,1,2,0,4,0,5,39,0,1,8,5
I29,s,1,s,s,1,4,0,0,0,18,1,0,6,s,7,s,0,0,0,1,2,0,4,0,5,39,0,1,8,5
1333,s,d,s,s,1,4,0,0,0,18,1,0,6,s,7,s,0,0,0,d,2,0,d,d,5,d,0,1,d,5
1332,s,1,s,s,d,4,0,0,0,18,1,0,6,s,7,s,0,0,0,1,2,0,4,0,5,39,0,1,8,5
I30,s,1,s,s,1,4,0,0,33,18,1,31,6,s,7,s,0,4,0,1,2,0,4,0,5,39,0,1,8,5
I31,s,1,s,s,1,4,0,0,33,18,1,31,6,s,7,s,0,4,0,1,2,0,4,0,5,39,2,1,8,5
I32,s,1,s,s,1,4,0,0,33,18,1,31,6,s,7,s,0,4,0,1,2,0,4,55,5,39,2,1,8,5
1521,s,1,s,s,1,s,0,0,33,d,1,31,d,s,7,s,0,4,0,1,2,0,4,d,d,39,2,1,8,5
1520,s,1,s,s,1,4,7,0,33,18,1,31,6,s,7,s,28,4,0,d,2,0,4,d,5,d,2,1,8,5
1505,s,1,s,s,1,4,0,d,33,18,1,31,6,s,7,s,d,4,0,d,2,d,d,4,5,39,2,1,8,d
I34,s,1,s,s,1,4,0,0,33,18,1,31,6,s,7,s,1,4,33,1,2,0,4,0,5,39,0,1,8,5
1490,s,1,s,s,1,4,0,0,33,18,1,31,6,s,7,s,d,4,33,1,2,0,4,0,5,39,0,d,d,5
1754,s,1,s,s,1,4,s,d,33,18,d,31,6,s,7,s,1,d,33,1,d,0,4,0,5,39,0,1,8,5
I37,0,1,s,0,1,0,0,0,0,0,0,0,6,0,7,s,0,0,0,s,9,0,4,14,5,39,0,1,8,3
I38,0,1,s,0,1,0,0,0,0,0,0,0,6,0,7,s,0,0,0,s,9,3,4,14,5,s,0,1,8,3
I39,0,1,s,0,1,0,0,0,0,0,0,0,6,0,7,s,0,8,0,s,9,3,4,14,5,s,0,1,8,3
I40,0,1,s,0,1,0,0,0,0,0,0,0,6,0,7,s,0,8,0,s,9,3,4,14,5,s,0,1,8,3
I41,2,1,s,0,1,0,0,0,0,0,0,0,6,7,7,s,0,8,0,s,9,3,4,14,5,s,0,1,8,3
1303,2,1,s,0,1,0,0,0,0,d,0,d,6,7,7,s,0,d,0,s,9,3,4,14,5,s,0,d,8,3
1302,2,1,s,0,1,d,s,d,0,0,0,0,6,7,7,s,0,8,0,s,d,3,d,d,5,s,0,1,8,3
1522,d,1,s,0,1,0,0,0,0,0,0,0,6,0,s,s,8,8,d,s,d,3,4,14,5,s,0,1,8,3
I43,0,1,s,0,1,0,0,0,0,0,0,0,6,0,7,s,0,8,0,s,9,3,4,14,5,s,0,1,8,3
1449,d,1,s,0,1,0,0,0,d,0,d,0,6,8,7,s,0,8,0,s,9,3,4,d,5,s,0,1,d,3
1348,0,1,s,0,1,0,0,24,0,0,1,5,6,0,7,s,0,8,4,s,9,3,4,14,5,s,0,s,8,d
I46,0,1,s,0,1,0,0,0,0,0,1,0,6,0,7,s,0,0,0,s,9,3,4,14,5,s,0,1,8,3
1192,12,1,s,0,d,0,7,4,0,0,d,0,6,0,7,s,d,0,d,s,9,3,4,14,5,s,2,1,8,d
I51,0,1,s,0,1,12,0,0,0,0,1,0,6,0,7,s,0,0,0,s,9,3,4,14,5,s,0,1,8,3
1124,0,d,s,0,1,12,d,d,0,d,1,41,6,0,7,s,s,0,d,s,9,3,4,14,5,s,0,1,8,d
1035,0,1,s,0,1,12,d,37,0,0,1,d,6,7,7,s,0,0,11,s,9,3,4,14,5,s,0,1,8,3
I54,0,1,s,0,1,0,0,0,0,0,0,0,6,0,7,s,0,0,0,s,9,0,4,14,5,39,0,1,8,3
I55,0,1,s,0,1,0,7,0,0,0,0,0,6,0,7,s,0,0,0,s,9,0,4,14,5,39,0,1,8,3
I56,0,1,s,0,1,0,7,0,0,0,0,0,6,0,7,s,0,0,0,s,9,0,4,14,5,39,2,1,8,3
1118,0,1,s,d,1,0,7,0,0,d,0,42,6,d,7,s,0,16,0,s,9,0,d,d,s,d,d,1,8,3
I58,0,1,s,0,1,0,7,0,0,0,0,0,6,11,7,s,0,0,0,s,9,0,4,14,5,39,2,1,8,3
1161,d,1,s,0,d,0,7,0,0,0,0,0,6,11,7,s,0,0,0,s,d,0,4,d,5,39,2,1,8,3
1160,0,1,s,0,d,0,7,0,0,0,0,0,6,11,7,s,0,0,d,s,9,0,4,14,5,d,2,1,8,3
I59,0,1,s,0,1,0,7,0,0,0,0,0,6,0,7,s,0,0,0,s,9,0,4,14,5,39,0,1,8,3
I60,0,1,s,0,1,0,7,0,0,0,0,0,6,0,7,s,s,0,0,s,9,0,4,14,s,39,0,1,8,3
1411,0,1,s,d,1,0,7,0,d,0,0,0,6,d,d,s,s,d,0,s,9,0,d,s,s,39,0,1,8,3
1410,0,1,s,1,1,0,d,0,d,0,0,0,6,0,7,s,s,0,0,s,d,0,4,d,s,39,0,1,d,d
1483,0,1,s,0,1,0,7,s,d,21,0,0,6,0,d,s,0,0,0,s,9,0,4,14,5,39,d,1,8,3
I63,0,1,s,0,1,0,0,0,s,8,0,17,6,0,7,s,0,0,0,s,9,0,4,14,5,39,2,1,8,3
I64,0,1,s,0,1,0,0,0,s,8,0,17,6,0,7,s,0,0,0,s,9,0,s,14,5,39,2,1,8,3
1113,0,d,s,0,1,0,0,0,s,8,0,17,6,0,7,s,0,d,0,s,9,0,s,d,5,39,2,1,d,3
1112,0,1,s,0,1,0,0,0,s,8,1,17,d,0,7,s,0,d,33,s,9,0,s,14,5,39,2,1,8,3
1404,0,1,s,0,d,0,7,0,s,8,0,17,6,0,7,s,s,0,33,s,d,0,4,14,5,39,2,1,8,3
I69,11,0,2,0,0,0,0,0,0,0,0,0,6,8,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,0
I70,11,0,2,0,0,0,0,0,0,0,0,0,6,8,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,0
I71,11,0,2,0,0,0,0,0,0,0,0,0,6,8,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,0
I72,11,0,2,0,0,0,0,0,10,0,0,0,6,8,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,7
I73,11,0,2,0,s,0,11,0,10,0,0,0,6,8,7,s,0,0,0,1,0,3,4,0,5,39,0,1,8,7
1286,11,d,2,0,s,0,11,0,10,0,0,d,6,8,7,s,d,0,0,d,0,3,4,0,5,39,2,d,8,7
1151,s,0,2,0,s,15,11,0,d,0,0,0,6,8,7,s,0,12,d,1,0,d,d,0,5,39,0,1,d,7
I76,11,1,2,0,0,0,0,0,10,0,0,0,6,8,7,s,0,0,0,1,0,0,4,0,5,39,0,1,8,7
1158,11,d,2,0,0,0,0,0,d,0,0,0,6,8,d,s,0,14,0,d,0,0,4,4,5,39,0,d,8,7
1253,d,1,d,0,0,0,d,0,10,0,0,0,6,8,d,s,0,0,0,1,0,d,4,0,d,39,0,d,8,d
I79,11,s,2,0,0,0,0,0,0,0,0,0,6,8,7,s,0,0,0,1,0,0,4,17,5,39,0,1,8,0
I80,11,s,2,0,0,0,0,35,0,0,0,0,6,8,7,s,26,0,0,1,0,0,4,17,5,39,0,1,8,0
1342,11,s,2,d,0,10,0,d,0,0,1,0,6,8,7,s,26,0,0,1,s,0,4,17,d,39,0,1,8,0
I82,11,s,2,0,0,0,5,35,0,0,0,0,6,8,7,s,26,0,5,1,0,3,4,17,5,39,0,1,8,0
1719,d,s,2,0,0,0,5,35,0,0,0,0,6,8,7,s,26,d,d,d,0,d,4,17,5,39,0,1,8,0
1718,11,s,2,0,0,0,5,35,0,0,0,0,6,d,7,s,26,0,5,1,d,3,4,17,5,39,d,1,8,0
2028,11,s,d,1,0,8,0,30,0,0,0,0,6,8,d,s,d,0,0,1,16,d,4,17,5,39,0,d,8,0
I87,11,0,2,0,0,0,0,0,0,0,0,0,6,8,7,s,0,0,0,1,0,0,4,8,5,39,0,1,8,0
I88,11,0,2,0,0,0,0,0,0,0,0,0,6,8,7,s,0,0,0,1,15,0,4,8,5,39,0,1,8,0
I89,11,0,2,1,0,0,7,0,0,0,0,0,6,8,7,s,0,0,0,1,15,1,4,8,5,39,0,1,8,0
1191,d,0,2,1,0,0,7,d,6,0,0,d,6,d,7,s,0,0,11,d,15,1,d,8,5,39,0,1,8,0
