cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
I1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0
I2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0
I3,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,s,0,0,0,0,0,0,0,0
I4,s,0,4,0,0,0,0,3,0,0,0,s,0,0,0,0,0,0,25,0,0,s,0,0,0,0,0,0,0,0
I5,s,0,4,0,0,0,2,3,0,0,0,s,0,0,0,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I6,s,0,4,0,0,0,2,3,0,0,0,s,0,0,0,6,0,s,25,0,0,s,0,17,0,0,61,0,0,0
I7,s,0,4,0,0,0,2,3,0,4,0,s,0,0,0,6,0,s,25,0,0,s,0,17,0,0,61,0,0,0
I8,s,0,4,0,0,0,2,3,10,4,0,s,0,0,0,6,4,s,25,0,0,s,0,17,0,0,61,0,0,0
I9,s,0,4,0,0,0,2,3,10,4,0,s,0,13,0,6,4,s,25,0,0,s,0,17,0,0,61,0,79,0
I10,s,0,4,0,0,0,2,3,10,4,0,s,0,13,0,6,4,s,25,0,0,s,0,17,0,0,61,0,79,0
1507,s,0,4,0,0,0,2,3,10,4,0,s,0,d,0,6,4,s,25,0,0,s,0,17,d,0,61,0,79,0
1506,s,0,4,0,0,0,2,3,10,4,d,s,10,13,0,d,4,s,25,0,0,s,0,d,0,d,61,0,79,d
I11,s,0,4,0,0,0,2,3,10,4,0,s,0,13,0,6,4,s,25,0,0,s,0,17,0,0,61,0,79,0
1981,s,0,4,0,d,0,2,3,10,d,0,s,0,13,0,d,4,s,d,0,0,s,0,d,0,d,61,0,79,0
1980,s,0,4,0,0,0,2,3,10,4,d,s,0,13,d,6,4,s,25,0,0,s,0,17,0,0,61,0,79,0
I12,s,0,4,0,0,0,2,3,10,4,0,s,0,0,0,6,4,s,25,0,0,s,s,17,0,0,61,0,0,0
I13,s,0,4,1,5,0,2,3,10,4,0,s,0,0,0,6,4,s,25,0,0,s,s,17,0,0,61,0,0,0
1425,s,0,4,1,5,0,2,3,10,d,d,s,0,0,1,6,4,s,25,0,0,s,s,17,0,0,61,0,0,0
1424,s,0,4,1,5,0,2,3,10,s,0,s,0,0,0,6,4,s,25,0,0,s,s,d,0,0,61,0,0,0
I14,s,0,4,0,5,0,2,3,10,4,0,s,0,0,0,6,4,s,25,0,0,s,s,17,4,0,61,0,0,0
1627,s,0,4,0,5,0,2,3,10,d,0,s,0,0,0,6,d,s,25,0,0,s,s,d,4,0,61,0,0,d
1626,s,0,4,0,5,0,d,3,d,d,0,s,0,d,0,6,4,s,25,0,0,s,s,d,4,0,61,0,0,0
I15,s,11,4,0,0,0,2,3,0,4,0,s,0,0,0,s,0,s,25,s,0,s,0,17,19,18,61,0,69,0
I16,s,11,4,0,0,0,2,3,0,4,0,s,0,0,0,s,0,s,25,s,0,s,0,17,19,18,61,0,69,0
1310,s,11,d,0,0,6,2,3,0,4,0,s,d,0,0,s,29,s,25,s,d,s,0,17,d,18,61,d,69,0
I18,s,11,4,0,0,0,2,3,19,4,1,s,0,0,0,s,0,s,25,s,0,s,0,17,19,18,61,0,69,0
1421,s,11,d,0,d,d,d,3,19,d,1,s,0,d,0,s,0,s,25,s,0,s,0,17,19,18,61,0,69,0
1420,s,11,4,1,0,0,2,3,d,4,1,s,0,0,0,s,0,s,25,s,0,s,0,17,19,18,61,0,d,0
I19,s,11,4,0,0,0,2,3,0,4,0,s,0,0,0,s,0,s,25,s,2,s,0,17,19,18,61,0,69,2
I20,s,11,4,0,0,0,2,3,0,4,0,s,0,0,0,s,0,s,25,s,2,s,0,17,19,18,61,0,69,2
1283,s,11,4,0,0,0,d,3,d,4,0,s,0,d,0,s,d,s,25,s,2,s,0,17,19,18,61,0,69,2
1282,s,11,4,0,0,d,2,3,0,4,0,s,0,0,0,s,0,s,25,s,2,s,0,d,19,18,61,0,69,d
I21,s,11,4,0,0,0,2,3,0,4,0,s,0,0,0,s,0,s,25,s,2,s,0,17,19,18,61,0,69,2
1599,s,11,4,0,s,d,2,3,0,4,0,s,d,d,0,s,d,s,25,s,2,s,4,d,19,d,d,0,69,2
1598,s,d,4,0,0,0,s,3,0,4,0,s,0,d,0,s,0,s,25,s,d,s,0,17,19,18,61,0,69,2
I22,s,0,4,0,0,0,2,3,0,0,1,s,0,0,0,6,0,s,25,0,0,s,1,17,0,0,61,0,0,0
I23,s,0,4,0,0,0,2,3,0,0,1,s,0,8,0,6,0,s,25,0,0,s,1,17,0,0,61,0,0,0
I24,s,0,4,0,0,0,2,3,0,2,1,s,0,8,0,6,0,s,25,0,0,s,1,17,0,0,61,0,0,0
I25,s,0,4,0,0,0,2,3,0,2,1,s,0,8,s,6,0,s,25,0,s,s,1,17,0,0,61,s,0,0
1607,s,0,4,d,d,0,2,3,0,2,1,s,0,8,s,6,d,s,25,d,s,s,1,17,0,0,61,s,0,d
1606,s,0,d,1,8,0,2,3,0,2,1,s,0,8,s,6,0,s,25,0,s,s,1,d,d,0,d,s,0,0
I26,s,0,4,0,0,0,2,3,0,2,1,s,0,8,0,6,0,s,25,0,0,s,1,17,0,0,61,0,0,0
1639,s,0,4,0,0,0,2,d,0,2,1,s,0,d,0,6,0,s,25,0,0,s,1,17,d,0,61,0,0,0
1638,s,0,4,0,0,0,2,3,0,2,1,s,0,8,0,6,0,s,25,d,0,s,1,17,0,0,61,0,d,0
I27,s,0,4,0,0,0,2,3,0,0,1,s,4,8,0,6,0,s,25,s,0,s,1,17,0,0,61,0,0,2
I28,s,0,4,0,20,0,2,3,0,0,1,s,4,8,0,s,0,s,25,s,0,s,1,17,0,33,61,0,0,2
1435,s,0,4,0,d,0,d,3,0,0,1,s,d,8,d,s,0,s,d,s,0,s,1,d,0,d,61,0,25,2
1434,s,0,4,d,20,0,2,3,0,0,1,s,4,8,0,s,d,s,25,s,0,s,1,17,d,33,61,0,0,2
I29,s,0,4,0,0,0,2,3,0,0,1,s,4,8,0,6,0,s,25,s,0,s,1,17,0,22,61,0,0,2
1333,s,0,d,d,0,10,2,3,0,0,1,s,4,8,0,6,0,s,25,s,0,s,d,17,0,22,61,d,0,2
1332,s,0,d,d,0,0,2,3,0,0,1,s,4,8,0,6,0,s,25,s,0,s,1,d,8,22,61,d,0,2
I30,s,0,4,1,0,0,2,3,0,14,1,s,0,0,0,s,7,s,25,0,0,s,1,17,0,0,61,0,0,0
I31,s,0,4,1,0,0,2,3,0,14,1,s,0,0,0,s,7,s,25,0,0,s,1,17,6,0,61,0,0,0
I32,s,0,4,1,0,0,2,3,s,14,1,s,0,0,0,s,7,s,25,0,0,s,s,17,6,0,61,0,0,0
1521,s,0,4,1,d,0,2,3,s,14,d,s,s,0,d,s,7,s,25,0,d,s,s,17,6,30,61,0,0,2
1520,s,0,4,1,0,0,2,3,s,14,d,s,0,0,0,s,7,s,25,0,0,s,s,17,6,d,61,0,0,0
I33,s,0,4,1,0,0,2,3,0,14,1,s,0,0,0,s,7,s,25,0,0,s,1,17,6,0,61,0,0,2
1505,s,0,4,1,0,0,d,3,0,d,1,s,0,0,0,s,d,s,25,d,0,s,d,17,6,0,61,0,0,2
1504,s,0,4,1,0,0,2,3,0,14,1,s,0,0,0,s,7,s,s,d,0,s,d,17,6,d,61,0,d,2
I34,s,0,4,1,0,0,2,3,0,14,1,s,0,0,3,s,7,s,25,0,0,s,1,17,0,0,61,0,0,0
I35,s,0,4,1,0,s,2,3,0,14,1,s,0,0,3,s,7,s,25,0,0,s,1,17,s,0,61,0,0,0
1491,s,d,4,1,d,s,2,d,0,14,1,s,d,0,3,s,7,s,25,0,0,s,1,17,s,20,61,0,0,0
1490,s,d,4,1,0,s,d,3,0,14,1,s,0,0,3,s,d,s,25,0,0,s,1,17,s,0,61,0,d,0
I36,s,0,4,1,2,0,2,3,10,14,1,s,0,0,3,s,7,s,25,0,0,s,1,17,0,0,61,0,0,0
1755,s,0,4,1,2,0,2,3,10,14,1,s,0,0,3,s,7,s,25,0,0,s,1,17,0,0,61,0,0,0
1754,s,0,4,1,2,0,2,3,10,14,1,s,d,0,3,s,7,s,25,0,0,s,1,17,0,0,61,0,0,0
I37,s,0,4,0,0,3,2,3,0,0,0,s,0,0,0,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I38,s,0,4,0,0,3,2,3,0,0,0,s,0,0,0,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I39,s,0,4,0,0,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,27,0,61,0,0,2
I40,s,0,4,0,0,3,2,3,0,0,0,s,0,4,3,6,0,0,25,0,10,s,0,0,27,0,61,0,0,2
I41,s,0,4,0,0,3,2,3,15,0,0,s,0,4,3,6,0,0,25,0,10,s,0,0,27,0,61,0,0,2
1303,s,0,4,0,s,3,2,3,15,0,0,s,0,4,d,d,0,0,25,0,10,s,0,0,27,0,61,7,0,2
1302,s,0,4,0,d,3,2,3,d,0,s,s,0,4,d,6,0,0,25,d,10,s,0,0,27,0,61,0,0,2
I42,s,0,4,0,0,3,2,3,0,0,1,s,0,4,3,6,0,0,25,8,10,s,3,16,27,0,61,0,0,2
1523,s,0,4,0,0,3,2,3,0,0,1,s,0,4,3,6,0,0,25,8,10,s,d,d,27,0,61,0,d,2
1522,s,0,4,0,0,3,2,3,d,0,1,s,0,4,3,6,0,0,25,8,10,s,d,16,27,d,61,7,0,2
I43,s,7,s,0,0,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,27,0,61,0,0,2
I44,s,7,s,0,0,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,1,0,27,0,61,0,0,2
1449,s,7,s,d,d,s,2,3,0,0,d,s,0,0,3,6,0,d,d,7,0,s,1,0,27,d,61,0,0,2
1448,s,7,s,0,0,3,2,3,s,0,0,s,0,0,3,d,5,0,25,0,0,s,d,0,27,0,d,0,0,2
I45,s,s,s,0,0,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,27,0,61,0,34,2
1349,s,s,s,0,d,3,2,3,0,0,0,s,0,0,s,d,0,d,25,d,0,s,0,0,27,0,61,0,34,d
1348,s,s,s,d,0,3,2,3,0,0,0,s,0,0,d,6,25,6,25,0,0,s,0,0,d,0,61,0,34,2
I46,s,0,4,0,0,3,2,3,0,0,0,s,0,0,0,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I47,s,0,4,0,0,3,2,3,0,0,0,s,0,19,0,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I48,s,0,4,1,0,3,2,3,19,0,0,s,s,19,0,6,0,0,25,0,0,s,0,0,0,0,61,11,0,0
I49,s,0,4,1,0,3,2,3,19,0,0,s,s,19,0,6,5,0,25,0,0,s,0,0,0,0,61,11,0,0
1971,s,d,4,1,0,3,2,3,d,0,0,s,s,19,0,d,5,d,25,0,0,s,0,d,0,0,61,d,0,0
1970,s,0,4,1,0,3,2,3,19,0,0,s,s,19,0,6,5,0,25,0,0,s,0,0,0,0,d,11,d,d
1052,s,0,4,1,0,3,2,d,19,0,1,s,s,19,0,6,0,0,d,0,0,s,0,0,d,0,61,d,0,0
I50,s,0,4,0,0,3,2,3,0,0,1,s,0,19,0,6,0,0,25,0,19,s,0,0,0,22,61,0,12,0
1193,s,d,4,0,0,3,2,3,0,0,1,s,0,19,0,6,0,0,25,0,19,s,0,0,0,22,d,0,12,d
1192,s,0,4,0,0,d,2,3,10,0,1,s,0,19,0,6,0,0,d,0,d,s,0,s,14,22,61,0,d,0
I51,s,0,4,0,0,3,2,3,0,0,1,s,0,17,0,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I52,s,0,4,0,0,3,2,3,0,14,1,s,0,17,0,6,0,5,25,0,0,s,0,0,0,0,61,0,0,0
1125,s,0,4,0,0,3,2,3,0,14,1,s,0,17,d,6,0,5,25,0,0,s,0,0,0,0,61,0,0,0
1124,s,0,4,0,0,3,2,3,0,d,1,s,0,17,0,6,d,5,25,0,d,s,0,0,0,d,d,0,0,2
I53,s,0,4,0,0,3,2,3,0,0,1,s,0,17,0,6,9,0,25,0,0,s,0,0,2,0,61,0,0,0
1035,s,0,4,0,0,3,d,3,d,0,1,s,0,17,0,6,9,0,25,0,0,s,0,0,2,d,61,0,0,2
1034,s,0,4,0,0,3,2,3,0,0,1,s,0,17,3,6,9,0,25,0,0,s,0,0,2,0,61,s,d,d
I54,s,0,4,0,0,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I55,s,0,4,0,11,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I56,s,0,4,0,11,3,2,3,0,0,0,s,10,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I57,s,14,4,0,11,3,2,3,0,8,0,s,10,22,3,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
1119,s,14,d,0,d,3,2,3,0,8,0,s,10,22,3,6,s,0,25,0,0,s,d,d,0,s,61,7,0,0
1118,s,14,4,d,11,3,2,3,0,8,0,s,10,d,3,d,0,d,25,0,0,s,0,0,0,0,61,s,0,0
I58,s,0,4,0,11,3,2,3,0,2,0,s,10,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
1161,s,0,4,0,d,3,2,3,0,2,0,s,10,0,3,6,0,0,d,0,0,s,0,0,0,0,61,d,15,0
1160,s,d,4,0,11,3,d,3,0,2,0,s,10,d,3,6,0,0,25,0,0,s,0,0,d,0,61,d,0,d
I59,s,0,4,0,11,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,45,0
I60,s,0,4,0,11,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,45,0
1411,s,0,4,d,11,3,2,d,0,0,0,s,10,0,3,6,0,0,25,d,0,s,d,0,0,0,61,0,d,0
1410,s,d,4,1,11,3,2,3,0,0,0,s,0,0,3,6,d,0,25,0,d,s,0,0,d,d,61,0,d,0
I61,s,14,4,1,11,3,2,3,0,8,0,s,0,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,45,0
1483,s,14,4,1,11,d,d,3,0,d,d,s,d,0,3,6,0,0,25,0,d,s,0,d,d,0,61,0,45,0
1482,s,14,4,1,11,3,2,3,0,8,d,s,0,d,3,6,0,1,25,0,d,s,0,0,0,0,61,0,45,0
I62,s,0,4,0,0,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I63,s,0,4,0,0,3,2,3,0,0,0,s,0,0,3,6,0,0,25,0,0,s,0,0,0,0,61,0,0,0
I64,s,0,4,0,2,3,2,3,0,0,0,s,0,0,3,6,0,1,25,0,28,s,0,0,0,0,61,0,0,0
1113,s,0,4,0,2,3,2,3,0,0,0,s,d,d,3,6,0,d,25,0,d,s,0,0,0,d,d,d,0,0
1112,s,2,4,0,2,3,2,3,0,0,0,s,0,11,3,6,0,1,25,0,28,s,d,0,d,0,s,0,d,0
I65,s,0,4,0,0,3,2,3,0,0,0,s,2,0,3,6,0,0,25,0,0,s,0,0,0,22,61,0,0,0
1405,s,0,4,0,0,3,d,3,0,0,0,s,2,0,3,6,0,0,25,0,0,s,0,d,0,22,61,0,0,0
1404,s,0,4,0,0,3,2,3,0,0,d,s,2,0,3,6,d,0,25,0,d,s,0,0,0,22,61,d,0,0
I66,s,0,4,0,0,3,2,3,0,0,0,s,0,0,3,6,0,1,25,5,0,s,s,0,0,0,61,0,0,0
I67,s,0,4,0,0,3,2,3,0,0,0,s,0,0,3,6,7,1,25,5,0,s,s,0,0,22,61,0,s,2
1457,s,0,4,0,0,3,2,3,0,0,s,s,0,d,3,6,7,1,25,5,0,s,s,d,0,22,61,0,s,2
1456,s,0,4,0,d,3,d,3,0,0,0,s,0,0,d,6,7,1,25,s,0,s,s,0,0,d,61,0,s,2
I68,s,0,4,0,0,3,2,3,0,0,0,s,4,0,3,6,0,1,25,5,0,s,s,0,0,0,61,4,0,0
1339,s,0,d,d,5,3,2,3,d,0,d,s,4,0,3,6,0,1,25,5,d,s,s,0,0,0,61,4,d,0
1338,s,0,4,0,0,3,d,3,0,d,d,s,4,0,3,6,0,1,25,5,0,s,s,0,0,0,61,s,d,0
I69,s,0,4,0,0,10,0,3,0,0,0,s,1,31,0,0,0,0,25,0,0,s,0,0,0,0,0,0,0,0
I70,s,0,4,0,0,10,0,3,0,0,0,s,1,31,0,0,0,0,25,0,0,s,0,0,0,0,0,0,0,0
I71,s,5,4,0,0,10,0,3,0,0,0,s,1,31,0,s,0,s,25,0,0,s,0,0,0,0,0,0,0,0
I72,s,5,4,0,0,10,0,3,0,0,0,s,1,31,0,s,0,s,25,0,0,s,0,0,25,0,0,0,0,0
I73,s,5,4,0,0,10,1,3,19,0,0,s,1,31,0,s,s,s,25,0,0,s,0,0,25,1,61,0,0,0
I74,s,5,4,1,0,10,1,3,19,0,0,s,1,31,0,s,s,s,25,0,0,s,0,24,25,1,61,0,0,0
1287,s,5,4,d,d,10,1,3,d,0,0,s,1,31,0,s,s,s,25,0,0,s,0,24,25,1,61,0,0,0
1286,s,5,4,d,0,10,1,3,19,0,d,s,1,d,0,s,s,s,d,0,0,s,0,24,25,1,61,0,d,0
I75,s,5,4,0,0,10,1,3,19,0,0,s,1,31,0,s,s,s,25,0,0,s,0,0,25,1,61,0,0,0
1151,s,5,4,0,0,10,1,3,19,0,d,s,d,31,2,s,s,s,25,0,0,s,0,0,25,1,61,0,0,0
1150,s,5,4,0,2,10,d,3,19,d,d,s,1,31,0,s,s,s,25,0,0,s,0,d,25,1,61,d,d,0
