cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29
259034,0,0,?,?,0,15,0,4,6,3,3,0,?,?,?,?,0,1,0,?,?,1,0,?,6,7,1,19,25,27
154260,0,15,?,0,22,0,?,4,0,3,?,3,17,0,0,6,0,1,0,0,0,1,0,0,6,7,1,19,25,0
242090,?,11,?,0,38,?,0,4,0,?,?,?,17,0,0,0,?,1,2,1,0,1,2,3,6,0,?,19,25,4
231902,1,39,?,0,0,1,1,?,0,?,8,0,4,2,3,19,0,?,1,1,0,3,0,0,6,5,1,19,?,?
190664,0,0,?,6,0,1,?,4,0,3,?,0,0,2,0,19,0,?,?,2,0,3,0,?,6,0,1,?,25,2
209570,?,0,?,?,17,0,1,4,0,3,0,?,?,?,0,19,0,1,?,0,0,?,?,?,6,?,1,19,25,0
188880,1,11,?,20,?,3,1,15,0,3,0,3,0,?,0,6,1,1,?,0,0,0,0,6,6,5,?,19,25,29
230079,0,11,?,20,6,3,?,15,4,3,?,3,0,?,22,?,?,1,0,0,0,0,?,11,6,4,?,19,25,5
160724,?,11,?,0,6,0,0,14,0,3,?,?,0,0,0,0,1,?,0,?,0,12,0,0,6,1,?,19,25,?
247109,0,0,0,17,?,?,6,12,4,2,?,?,39,0,6,0,1,?,1,1,0,0,0,?,6,0,0,19,?,11
231234,0,0,0,0,0,0,0,0,4,2,0,3,7,?,0,?,1,1,1,0,15,?,2,?,6,?,0,19,?,11
195315,1,?,0,13,0,?,1,?,4,2,8,3,0,2,0,0,1,1,?,0,0,?,0,5,6,0,1,19,?,11
194020,0,?,0,?,0,0,2,?,4,2,0,?,2,0,5,12,1,?,?,2,0,?,?,5,?,0,1,19,?,11
158332,2,?,0,6,0,?,2,0,4,2,0,3,40,?,0,16,0,?,0,?,0,28,?,0,6,7,5,19,?,?
220076,0,0,?,12,?,0,0,8,4,2,8,3,4,?,0,0,1,1,?,0,?,13,?,0,6,0,?,19,?,11
193264,1,3,?,1,0,0,0,3,4,?,?,3,0,0,0,0,0,1,2,0,?,7,0,0,6,0,1,19,25,11
182869,1,?,0,0,0,0,1,0,4,2,8,3,0,0,?,2,1,1,2,1,0,15,2,?,6,5,?,19,25,11
