cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
1507,0,2,7,2,0,0,0,0,?,1,?,?,0,6,11,5,13,0,2,?,1,?,0,17,?,17,6,5,2,1
1506,0,2,7,?,0,0,0,0,?,1,?,?,0,6,11,5,13,0,2,?,1,16,0,?,?,?,6,5,2,?
1981,0,2,7,2,?,0,0,0,4,1,?,?,0,6,11,0,13,0,2,?,1,16,0,17,?,?,6,?,2,1
1425,17,2,7,2,?,?,0,0,4,1,4,?,0,6,11,0,13,0,2,?,1,16,0,?,?,17,6,5,2,1
1424,17,2,7,2,?,0,0,0,4,?,?,0,0,6,11,0,13,?,2,?,1,16,0,17,?,17,?,5,2,1
1626,0,2,7,2,?,?,0,0,4,1,4,0,0,6,11,3,13,1,?,?,1,16,?,17,?,17,6,5,2,1
1421,0,2,7,?,0,?,0,1,4,1,4,?,0,6,11,6,?,?,2,?,1,16,0,17,?,?,6,5,2,0
1420,?,2,7,?,?,15,0,1,4,1,4,0,?,6,?,6,13,1,2,?,?,16,0,17,?,17,6,5,2,0
1282,0,2,7,2,0,0,0,1,?,1,4,0,0,?,11,0,?,0,2,?,1,16,0,?,?,17,6,5,2,?
1599,0,2,7,0,0,?,0,1,4,1,4,0,?,6,11,0,13,?,2,?,1,16,?,17,?,?,6,5,2,0
1598,0,2,7,0,0,0,0,?,4,1,4,0,?,6,11,0,13,0,2,?,?,16,0,17,?,17,6,5,2,0
1607,20,2,7,0,0,?,0,0,4,1,0,0,38,6,11,?,13,1,?,3,?,16,0,17,?,17,6,?,2,?
1606,20,2,7,0,0,15,0,0,4,?,0,0,38,?,11,?,13,1,?,3,1,16,0,17,?,?,?,5,?,0
1639,26,?,7,2,0,15,0,0,4,1,0,0,38,6,?,0,13,?,?,0,1,16,14,17,?,17,6,5,?,0
1435,?,2,7,?,0,15,5,0,?,1,0,8,38,6,11,?,?,?,?,1,1,16,16,17,?,17,?,5,2,1
1333,0,2,7,0,0,15,5,0,4,1,5,?,38,6,11,4,13,0,?,1,1,16,0,17,?,17,?,5,2,0
1332,2,2,7,0,0,15,5,0,4,1,?,8,38,?,11,?,13,0,?,1,1,16,0,17,?,17,6,5,2,0
