cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,17,0,0,0,0
I3,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,1,0,0,17,s,17,6,0,2,0
I4,0,2,7,0,0,0,0,0,4,1,0,0,0,0,0,0,13,0,0,0,1,0,0,17,s,17,6,5,2,0
I5,0,2,7,0,0,0,0,0,4,1,0,0,0,0,0,0,13,0,0,0,1,16,0,17,s,17,6,5,2,0
I6,0,2,7,0,0,0,0,0,4,1,0,0,0,6,11,0,13,0,0,0,1,16,0,17,s,17,6,5,2,0
I7,0,2,7,0,0,0,0,0,4,1,4,0,0,6,11,0,13,0,2,s,1,16,0,17,s,17,6,5,2,0
I12,0,2,7,2,s,0,0,0,4,1,4,0,0,6,11,0,13,0,2,s,1,16,0,17,s,17,6,5,2,1
1424,17,2,7,2,s,0,0,0,4,d,d,0,0,6,11,0,13,d,2,s,1,16,0,17,s,17,d,5,2,1
1626,0,2,7,2,s,d,0,0,4,1,4,0,0,6,11,3,13,1,d,s,1,16,d,17,s,17,6,5,2,1
I15,0,2,7,0,0,0,0,0,4,1,4,0,0,6,11,0,13,0,2,s,1,16,0,17,s,17,6,5,2,0
I16,0,2,7,0,0,15,0,0,4,1,4,0,0,6,11,6,13,0,2,s,1,16,0,17,s,17,6,5,2,0
I17,0,2,7,0,0,15,13,0,4,1,4,0,0,6,11,6,13,0,2,s,1,16,0,17,s,17,6,5,2,3
1311,0,d,7,0,0,d,13,0,4,1,4,0,d,6,11,d,13,0,2,s,d,d,0,17,s,17,d,5,2,3
1310,0,2,7,d,0,d,13,0,4,d,4,0,0,6,d,6,13,0,2,s,1,16,0,17,s,17,6,d,2,3
I18,0,2,7,2,0,15,0,1,4,1,4,0,0,6,11,6,13,1,2,s,1,16,0,17,s,17,6,5,2,0
1421,0,2,7,d,0,d,0,1,4,1,4,d,0,6,11,6,d,d,2,s,1,16,0,17,s,d,6,5,2,0
1420,d,2,7,d,d,15,0,1,4,1,4,0,d,6,d,6,13,1,2,s,d,16,0,17,s,17,6,5,2,0
I19,0,2,7,0,0,0,0,1,4,1,4,0,0,6,11,0,13,0,2,s,1,16,0,17,s,17,6,5,2,0
I20,0,2,7,0,0,0,0,1,4,1,4,0,0,6,11,0,13,0,2,s,1,16,0,17,s,17,6,5,2,0
1283,0,2,7,0,0,0,d,1,4,1,4,0,0,6,11,0,13,0,2,s,1,16,0,17,s,17,6,5,d,0
1282,0,2,7,2,0,0,0,1,d,1,4,0,0,d,11,0,d,0,2,s,1,16,0,d,s,17,6,5,2,d
1598,0,2,7,0,0,0,0,d,4,1,4,0,s,6,11,0,13,0,2,s,d,16,0,17,s,17,6,5,2,0
I22,0,2,7,0,0,15,0,0,4,1,0,0,0,6,11,0,13,0,0,0,1,16,0,17,s,17,6,5,2,0
I23,0,2,7,0,0,15,0,0,4,1,0,0,38,6,11,0,13,0,0,0,1,16,0,17,s,17,6,5,2,0
1639,26,d,7,2,0,15,0,0,4,1,0,0,38,6,d,0,13,d,d,0,1,16,14,17,s,17,6,5,d,0
I27,0,2,7,0,0,15,5,0,4,1,0,8,38,6,11,0,13,0,s,1,1,16,0,17,s,17,6,5,2,0
1435,s,2,7,s,0,15,5,0,d,1,0,8,38,6,11,d,d,d,s,1,1,16,16,17,s,17,d,5,2,1
I29,0,2,7,0,0,15,5,0,4,1,5,8,38,6,11,4,13,0,s,1,1,16,0,17,s,17,6,5,2,0
1333,0,2,7,0,0,15,5,0,4,1,5,d,38,6,11,4,13,0,s,1,1,16,0,17,s,17,d,5,2,0
1332,2,2,7,0,0,15,5,0,4,1,d,8,38,d,11,d,13,0,s,1,1,16,0,17,s,17,6,5,2,0
1755,26,2,d,d,1,15,0,0,4,1,s,0,0,6,11,0,13,0,d,3,1,16,d,17,s,17,6,5,2,d
I37,0,2,7,0,0,0,0,0,4,1,0,0,0,0,0,0,13,0,0,2,1,16,0,17,s,17,6,5,2,0
I38,s,2,7,0,0,33,0,0,4,1,0,0,0,0,0,0,13,1,0,2,1,16,0,17,s,17,6,5,2,0
I39,s,2,7,2,0,33,0,2,4,1,0,0,s,0,16,0,13,1,0,2,1,16,s,17,s,17,6,5,2,0
I40,s,2,7,2,0,33,0,2,4,1,0,0,s,0,16,0,13,1,0,2,1,16,s,s,s,17,6,5,2,0
1302,s,2,d,2,0,33,9,2,4,1,0,0,s,0,16,21,13,d,0,2,1,d,s,s,s,17,6,5,2,0
1523,s,2,7,2,0,33,0,2,4,d,0,0,s,0,16,0,13,1,4,2,1,d,s,s,s,17,6,5,2,1
I43,s,2,7,2,0,33,0,2,4,1,0,0,s,0,16,0,13,1,0,2,1,16,s,17,s,17,6,5,2,0
1448,s,2,d,s,0,33,0,2,4,1,4,0,s,0,16,0,13,1,0,2,1,s,s,17,s,17,s,5,2,1
1348,s,2,7,2,0,33,0,2,4,1,0,0,s,0,d,0,13,1,0,2,d,16,s,17,s,d,6,5,2,0
I46,s,2,7,0,0,33,0,0,4,1,0,0,0,0,0,4,13,1,0,2,1,16,0,17,s,17,6,5,2,0
I47,s,2,7,0,0,33,15,0,4,1,0,0,1,0,0,4,13,1,0,2,1,s,0,17,s,17,6,5,2,0
I48,s,2,7,0,0,33,15,0,4,1,0,0,s,s,0,4,13,1,0,2,1,s,0,17,s,17,6,5,2,0
1971,s,2,7,d,d,33,15,0,4,d,0,0,s,s,0,4,13,1,0,2,1,s,0,17,s,17,6,5,2,d
1052,s,2,7,0,0,33,15,0,4,1,0,0,s,s,6,4,13,1,4,2,1,s,0,17,s,d,6,5,2,1
1193,s,2,7,0,d,33,15,0,4,1,0,0,d,0,0,s,13,1,0,2,1,s,0,17,s,17,6,d,2,d
I51,s,2,7,0,0,33,0,0,4,1,0,0,0,0,0,4,13,1,0,2,1,16,0,17,s,17,6,5,s,0
1125,s,s,7,0,0,33,0,0,4,1,0,0,0,0,0,4,13,1,0,d,1,16,0,17,s,17,d,5,s,0
I53,s,2,7,0,0,33,0,0,4,1,0,0,0,0,0,4,13,1,0,2,1,16,0,17,s,17,6,5,s,0
1035,s,2,7,d,0,d,0,d,4,1,0,0,0,6,0,s,13,1,0,2,1,16,3,17,s,17,6,5,s,d
1034,s,2,7,0,0,33,5,2,4,1,0,0,0,0,d,4,13,1,0,2,1,16,0,17,s,17,6,5,s,0
I54,0,2,7,0,0,0,13,0,4,1,0,s,0,0,0,0,13,0,0,2,1,16,0,17,s,17,6,5,2,0
I55,0,2,7,0,0,0,13,0,4,1,0,s,0,0,0,0,13,0,4,2,1,16,0,17,s,17,6,5,2,1
I56,2,2,7,0,0,0,13,0,4,1,4,s,0,0,0,0,13,0,4,2,1,16,0,17,s,17,6,5,2,1
1119,2,2,7,0,0,0,13,1,4,1,4,s,0,0,0,0,13,0,4,2,1,16,0,17,s,17,6,5,d,d
1161,d,2,7,0,0,s,13,0,4,1,4,s,0,d,0,0,13,1,4,2,1,d,0,17,s,17,6,5,2,1
I59,0,2,7,0,0,0,13,0,4,1,0,s,0,0,2,0,13,0,4,2,1,16,0,17,s,17,6,5,2,1
1410,0,2,d,0,0,d,13,0,4,1,d,s,0,0,2,0,13,0,4,2,1,16,d,17,s,17,6,5,d,1
