cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
I1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0
I2,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0
I3,0,0,3,7,0,3,0,9,0,11,0,0,0,0,0,6,0,0,s,0,0,0,0,0,s,0,0,0,0,0
I4,0,0,3,7,0,3,0,9,0,11,0,0,0,0,0,6,s,0,s,0,0,0,0,0,s,0,s,0,0,0
I5,0,0,3,7,0,3,0,9,0,11,0,0,0,0,0,6,s,0,s,0,0,0,0,0,s,0,s,0,0,0
I6,1,0,3,7,0,3,0,9,0,11,0,0,14,8,0,6,s,0,s,0,0,0,0,1,s,0,s,0,0,0
I7,1,0,3,7,0,3,0,9,0,11,0,3,14,8,0,6,s,0,s,0,20,0,0,1,s,0,s,0,0,14
I8,1,0,3,7,0,3,0,9,0,11,0,3,14,8,0,6,s,0,s,0,20,1,0,1,s,0,s,1,0,14
I9,1,14,3,7,0,3,0,9,0,11,0,3,14,8,0,6,s,0,s,0,20,1,20,1,s,0,s,1,0,s
I10,1,14,3,7,0,3,0,9,0,11,27,3,14,8,0,6,s,0,s,0,20,1,20,1,s,0,s,1,0,s
1507,d,14,3,7,0,3,0,d,0,11,27,3,14,8,0,6,s,0,s,d,20,1,20,1,s,0,s,1,0,s
1506,1,14,d,7,d,3,0,d,0,11,27,3,14,d,0,6,s,d,s,d,20,d,20,1,s,0,s,1,0,s
I11,1,14,3,7,0,3,0,9,0,11,0,3,14,8,0,6,s,0,s,0,20,1,20,1,s,0,s,1,0,s
1981,d,14,3,7,0,3,0,9,0,11,0,3,14,8,0,6,s,0,s,0,20,1,20,1,s,0,s,1,d,s
1980,1,14,3,7,0,3,0,9,0,11,0,3,14,8,0,6,s,0,s,0,20,1,20,1,s,0,s,1,0,s
I12,1,20,3,7,0,3,0,9,0,11,0,3,14,8,0,6,s,0,s,0,20,1,0,1,s,0,s,1,0,14
I13,1,20,3,7,0,3,0,9,0,11,0,3,14,8,0,6,s,0,s,0,20,1,0,1,s,0,s,1,0,14
1425,1,20,3,7,0,3,0,9,1,11,0,3,14,8,0,d,s,d,s,0,20,1,0,1,s,0,s,d,0,14
1424,1,20,d,d,0,d,0,9,0,11,0,3,14,8,d,6,s,0,s,0,20,d,0,d,s,0,s,1,0,14
I14,1,20,3,7,0,3,27,9,0,11,0,3,14,8,0,6,s,0,s,0,20,1,3,1,s,0,s,1,2,14
1627,1,20,d,7,0,s,27,9,0,11,0,d,14,8,1,d,s,0,s,d,s,1,3,1,s,d,s,1,2,14
