cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30
1981,?,?,0,?,1,0,2,0,1,3,6,11,0,5,?,?,12,0,1,?,0,8,1,?,2,3,24,3,?,?
1425,1,?,0,0,1,0,2,3,?,?,6,11,?,5,?,?,12,?,1,2,?,8,1,?,2,0,?,3,0,14
1626,1,?,0,0,1,0,2,0,?,3,6,11,2,5,16,?,12,0,1,2,?,8,1,?,2,10,11,3,0,14
1421,0,3,0,?,?,0,2,0,1,3,6,11,2,5,16,?,12,22,0,2,0,8,1,0,0,0,?,3,13,?
1420,0,3,0,12,1,0,2,0,1,3,6,11,2,5,16,?,12,22,0,2,0,8,1,0,0,0,?,3,13,14
1283,0,?,0,?,1,0,2,3,?,3,6,?,2,5,?,?,12,0,0,2,0,8,1,0,0,0,0,3,0,14
1607,?,3,47,?,1,0,2,?,4,3,6,?,2,5,16,?,12,?,0,?,0,8,1,15,0,0,0,3,0,14
1606,?,3,47,0,1,0,2,0,4,3,6,?,2,5,16,?,12,?,0,?,0,8,1,15,0,0,?,3,?,14
1435,?,3,42,0,?,0,2,0,0,3,6,?,2,5,16,?,?,0,?,?,?,8,1,?,?,?,0,?,0,14
1333,?,3,?,0,?,0,2,0,0,3,6,?,2,5,16,?,12,0,?,?,0,8,1,15,0,?,4,3,?,14
1332,?,?,0,0,1,0,2,0,0,3,?,?,2,5,16,?,12,0,?,?,0,8,1,?,0,9,4,?,?,14
1504,0,3,0,0,1,0,?,0,0,3,?,?,2,5,16,?,12,0,0,?,0,8,?,?,0,?,0,?,0,14
1491,?,3,0,0,1,0,?,0,0,3,6,?,2,?,16,?,?,0,0,?,0,8,1,31,0,0,3,3,13,14
1490,0,3,0,0,?,0,2,0,0,3,?,?,2,?,16,?,12,?,?,?,0,8,1,31,0,0,0,3,13,14
1755,0,?,0,7,?,0,?,0,?,3,6,?,2,5,16,?,12,0,?,?,?,?,1,2,0,0,4,3,13,14
1303,0,3,0,16,?,0,2,?,0,3,6,11,0,5,16,?,12,0,?,2,0,8,1,0,12,0,0,?,?,?
1449,1,?,6,?,1,0,?,?,0,3,6,11,0,5,16,?,12,?,1,2,3,8,1,?,12,22,0,3,13,?
1349,1,3,0,16,1,?,2,1,0,3,6,?,5,5,16,?,12,0,1,2,3,8,1,0,?,0,0,3,13,14
1348,1,3,0,16,1,?,2,1,0,3,6,11,5,5,?,?,12,0,1,2,3,8,?,0,?,0,0,?,13,?
1971,0,?,0,16,1,0,2,0,0,3,6,11,0,5,16,?,12,?,1,?,?,8,1,0,12,0,0,?,?,14
1970,?,3,0,16,1,0,2,0,0,3,6,11,0,5,16,?,12,1,1,2,?,8,1,0,12,0,0,3,13,14
1052,?,3,0,16,?,0,2,?,0,3,6,11,0,5,16,?,?,1,1,2,3,8,1,0,?,0,?,?,13,14
1192,0,?,?,?,1,0,2,0,10,3,6,11,0,5,16,?,?,?,1,2,0,8,1,0,12,0,0,3,13,14
1124,1,3,38,0,1,?,?,1,0,3,6,?,0,5,16,?,12,0,1,2,0,?,1,0,12,0,4,3,13,14
1035,?,3,0,0,1,0,2,0,0,3,6,11,2,5,?,?,12,26,1,2,0,8,1,0,12,0,4,3,13,14
1034,0,?,0,0,?,0,?,0,0,3,6,11,2,5,16,?,12,26,1,2,0,8,1,0,12,0,4,3,13,14
1119,1,3,0,0,1,3,2,0,0,3,6,11,0,5,16,?,12,3,1,2,0,?,1,0,0,?,0,3,13,14
1118,?,3,0,0,?,3,2,3,0,3,6,11,0,?,?,?,12,3,1,2,?,8,?,0,0,0,0,3,13,14
1161,0,?,45,0,1,3,2,0,0,3,6,?,0,5,16,?,12,3,1,2,0,8,1,0,0,0,?,3,13,?
1411,1,?,0,0,?,0,2,0,0,3,6,11,0,5,16,?,12,0,1,?,0,8,1,0,0,0,0,3,13,14
1482,1,3,?,0,1,0,2,0,0,3,6,11,0,5,16,?,12,?,1,2,4,8,1,0,0,0,?,3,13,?
1113,0,3,19,10,?,?,2,1,4,3,6,?,0,5,16,?,12,0,1,2,0,8,1,?,13,?,0,3,?,14
1405,?,3,0,0,1,?,2,1,9,3,6,11,0,5,16,?,12,0,1,2,4,8,1,0,?,?,0,?,13,14
1339,0,3,0,2,1,1,2,0,15,3,6,11,0,5,16,?,12,0,1,2,0,8,1,?,0,0,0,3,13,14
1287,0,0,0,12,1,0,2,?,0,?,6,11,2,?,16,?,12,0,1,2,0,8,1,0,?,31,25,?,13,14
1151,0,0,0,12,1,0,2,0,?,?,6,11,2,5,16,?,12,?,?,2,0,8,1,0,8,31,?,?,0,14
1150,0,0,0,12,1,0,2,0,?,?,6,11,2,?,16,?,12,0,?,2,0,8,?,0,8,31,25,?,0,?
1158,1,0,22,12,1,0,2,1,0,3,6,11,?,5,16,?,12,0,?,2,0,8,1,0,8,31,0,?,0,14
1252,1,0,?,?,1,0,2,1,0,3,6,11,2,5,16,?,?,0,1,2,0,?,1,2,8,31,0,?,0,14
1343,0,?,?,12,1,3,2,?,0,0,?,11,2,?,16,?,12,18,1,2,3,8,1,10,8,31,0,3,0,14
1342,?,3,0,12,1,3,2,0,0,0,?,11,2,5,16,?,12,18,1,?,3,8,?,?,8,?,0,3,0,14
1719,0,0,1,12,1,3,2,0,0,?,6,11,?,?,16,?,12,18,?,2,1,?,1,?,?,31,0,3,0,14
1718,0,?,1,12,1,3,?,0,0,?,6,?,2,5,16,?,12,?,1,2,0,8,?,?,?,31,0,?,0,14
1111,1,?,0,12,?,0,2,0,0,?,6,11,2,?,16,?,12,?,1,2,?,8,1,0,8,31,0,?,?,14
1071,0,3,0,12,1,3,2,0,0,0,?,11,2,?,16,?,12,?,1,2,0,8,1,10,8,31,0,3,?,14
2029,?,0,0,12,1,0,2,0,0,0,6,11,2,?,16,?,12,?,1,2,0,8,1,0,8,31,0,3,13,14
2028,0,0,0,12,?,?,2,0,0,0,6,11,2,?,16,?,12,?,1,2,0,8,1,0,8,31,0,?,0,14
1191,1,3,41,0,?,0,2,0,19,3,6,11,0,5,16,?,12,0,3,2,?,8,1,0,0,31,25,3,0,14
1298,1,3,0,?,1,0,?,0,0,3,6,11,0,5,16,?,?,0,3,2,?,8,?,0,0,?,?,3,0,14
1262,1,3,46,0,1,0,?,0,10,3,?,11,0,5,16,?,12,?,3,2,0,?,?,18,?,?,?,3,0,14
1377,1,3,46,16,1,0,2,?,10,3,6,11,0,5,16,?,12,15,3,2,0,8,1,0,?,31,?,3,13,14
1078,0,3,?,0,1,0,2,3,0,3,6,11,0,5,?,?,?,0,3,2,0,8,?,2,?,31,?,3,0,14
1172,0,3,0,0,1,0,?,0,4,3,6,11,2,5,16,?,12,0,3,2,0,8,1,5,2,31,?,?,?,14
1407,0,?,0,18,?,?,?,0,4,3,6,11,2,5,16,?,12,0,3,2,0,8,1,5,2,?,?,3,?,14
1406,?,3,0,0,1,0,2,0,4,3,6,11,2,5,?,?,12,0,3,2,0,8,1,5,2,?,0,3,?,14
1059,0,?,0,0,1,3,?,1,0,3,6,11,0,5,16,?,12,0,?,2,0,8,1,0,?,?,?,3,15,14
1867,0,1,1,33,?,3,2,?,0,3,6,11,2,5,16,?,12,?,?,2,0,8,1,0,?,31,4,?,15,14
1884,?,1,1,0,?,3,2,1,0,3,6,11,0,5,16,?,12,0,?,2,0,8,1,0,?,31,4,3,15,?
1099,0,0,0,?,1,3,?,0,10,0,6,11,?,5,16,?,12,0,1,2,0,8,1,16,?,?,0,3,?,14
1098,0,0,0,5,1,3,2,0,10,0,6,11,?,5,16,?,12,?,?,2,0,8,1,16,?,?,0,3,15,14
1048,0,0,0,?,?,3,2,0,10,0,6,11,0,?,16,?,12,0,1,2,0,8,1,16,?,?,?,3,15,14
1022,?,0,0,0,1,3,2,0,?,?,6,11,0,5,16,?,12,?,1,2,0,8,1,31,?,31,0,3,15,14
1964,0,0,0,0,1,3,?,0,16,0,6,11,0,5,16,?,?,0,1,2,0,8,1,31,?,31,0,3,?,?
1301,0,0,?,7,?,3,2,0,0,0,6,11,0,5,16,?,12,0,0,?,0,8,1,10,0,31,?,3,15,?
1132,0,0,0,0,?,3,2,1,0,0,?,11,0,5,16,?,12,?,1,2,7,8,1,10,?,31,0,3,15,14
1476,0,3,?,?,1,3,2,0,0,8,6,11,0,?,16,?,12,0,0,2,4,?,1,2,?,?,8,3,15,?
1727,0,0,0,?,1,3,2,0,?,8,6,11,0,5,16,?,12,0,0,2,4,8,?,2,?,31,0,3,15,14
1726,0,1,0,?,1,?,2,0,0,8,?,?,0,5,16,?,?,0,0,2,4,8,1,2,0,31,?,3,15,14
1095,0,0,0,0,1,3,?,0,0,0,?,11,0,5,16,?,?,?,0,?,0,8,1,0,?,?,0,?,?,?
1045,0,?,0,0,1,3,2,0,0,0,?,?,0,5,16,?,12,0,3,2,?,8,1,0,?,?,0,3,?,?
1081,?,0,0,0,1,3,2,0,0,3,?,11,0,5,16,?,12,0,0,2,0,?,1,?,?,?,?,3,15,?
1080,0,?,0,?,?,3,2,?,0,3,?,11,?,5,16,?,12,?,0,2,0,?,1,0,?,?,0,3,15,?
1762,1,0,?,?,1,0,2,?,0,3,?,13,5,?,16,7,12,0,0,?,0,8,1,0,12,1,0,?,?,14
1785,1,0,?,0,1,0,2,?,0,3,6,13,5,?,16,?,?,0,0,?,0,8,1,0,12,1,0,?,?,14
1784,1,0,?,0,1,0,?,?,?,?,6,13,5,?,16,7,12,15,0,?,0,8,1,0,12,1,?,?,?,14
1893,1,3,?,2,1,3,2,?,0,?,6,?,5,?,?,7,12,0,0,?,4,8,1,0,13,?,?,3,?,14
1805,1,3,?,0,1,3,2,?,0,?,6,13,5,?,16,7,12,0,0,?,0,8,?,0,0,0,?,?,?,?
1804,1,3,?,0,1,3,2,?,0,3,6,13,5,?,16,7,12,0,0,?,0,8,?,0,0,0,0,?,?,14
1747,0,?,?,12,1,?,2,?,0,3,6,13,5,?,16,7,12,0,0,?,?,8,1,35,0,0,0,3,?,14
1093,?,0,?,0,1,3,2,?,?,3,6,13,5,0,16,7,12,?,0,?,0,8,1,31,0,25,?,3,?,14
1092,?,0,?,?,1,0,?,?,1,3,6,13,5,0,16,7,12,0,0,?,?,8,1,31,0,0,?,3,?,14
1743,0,?,?,?,1,3,2,0,0,?,?,13,5,0,16,7,?,?,0,?,0,8,1,0,0,18,0,3,?,14
1579,0,0,?,?,1,3,2,0,0,3,6,13,5,0,16,7,12,0,0,?,?,8,1,0,11,18,0,3,?,?
1578,0,0,?,?,1,3,2,0,0,?,6,13,5,0,?,7,12,0,0,?,0,8,1,0,11,18,0,3,?,?
1725,0,?,?,?,?,3,?,0,0,3,6,13,5,?,16,?,12,14,1,?,?,8,1,0,11,18,0,3,?,14
1668,0,?,?,?,1,3,?,0,3,3,6,13,5,0,16,7,12,0,0,?,0,8,?,?,0,?,0,3,?,14
1903,0,?,?,?,1,3,2,0,0,?,6,13,5,0,16,7,?,0,3,?,1,8,1,0,0,18,0,?,?,14
1666,0,?,?,?,1,3,2,0,0,3,6,13,5,3,16,7,12,0,3,?,0,?,1,0,?,18,0,3,?,14
1815,?,3,0,0,?,0,?,0,?,?,6,13,5,0,?,7,12,?,0,?,0,8,1,0,1,0,0,3,?,14
1943,0,?,22,?,?,0,2,0,11,3,6,13,?,0,16,7,12,0,?,?,0,8,1,0,0,0,?,3,?,14
1942,0,3,0,0,?,?,2,0,11,3,6,13,5,0,?,7,?,0,?,?,0,8,?,0,0,0,6,3,?,14
2008,0,3,0,0,?,?,2,0,11,3,6,13,5,0,16,7,12,0,?,?,0,8,1,0,?,0,0,3,?,14
1858,1,3,6,0,?,3,2,0,11,?,6,13,5,3,16,7,12,0,?,?,0,8,1,0,0,0,?,3,?,14
1879,1,3,?,0,?,3,2,0,11,?,?,13,5,3,16,?,?,0,1,?,0,8,1,0,13,?,8,3,?,14
1029,?,3,?,12,?,?,?,0,11,3,6,13,?,?,16,?,12,0,1,?,0,8,1,0,0,0,0,3,?,?
2042,1,3,0,12,?,3,2,0,11,3,?,13,5,3,?,?,12,12,1,?,0,?,1,35,0,0,0,3,?,14
1575,0,?,0,0,?,?,2,?,25,3,6,13,5,5,16,?,12,12,1,?,1,8,?,0,0,0,0,?,?,14
1574,?,?,0,0,?,3,2,0,25,3,6,13,?,5,?,?,12,12,1,?,?,?,1,?,0,?,0,3,?,14
1714,0,0,?,?,?,3,2,0,0,?,6,?,5,5,16,?,12,?,0,?,1,8,1,13,0,0,0,3,?,14
1765,1,0,31,0,?,2,?,0,24,3,6,13,5,5,?,?,12,12,0,?,1,8,1,?,0,0,0,3,?,14
1793,?,0,0,0,?,?,2,?,4,3,6,13,5,5,16,7,12,12,0,?,1,8,1,9,0,19,0,3,?,14
1544,0,0,0,?,?,3,?,0,4,3,?,13,5,5,?,7,12,12,0,?,1,8,1,9,0,0,0,3,?,14
1537,?,3,0,?,?,3,2,0,4,?,6,13,?,5,?,7,?,?,0,?,1,?,?,?,0,23,0,?,?,14
1536,0,3,0,?,?,3,2,0,4,3,6,13,5,5,16,7,12,12,0,?,1,8,1,0,2,0,0,?,?,?
1373,?,0,0,0,?,0,2,0,?,3,6,13,5,5,16,7,12,12,0,?,1,8,1,10,0,0,0,?,?,14
1042,0,0,0,2,1,3,2,1,0,3,6,0,0,0,16,7,12,0,0,2,0,?,?,0,0,0,0,3,?,14
2036,?,0,?,2,1,3,2,1,0,3,?,0,0,?,?,7,12,?,0,?,0,?,?,0,0,0,0,3,?,14
1921,1,0,0,0,1,3,2,1,19,3,6,7,0,0,16,7,12,0,1,?,4,8,?,?,0,0,?,?,?,14
1041,0,?,0,0,?,3,2,1,10,3,6,0,2,?,16,?,12,?,?,2,1,8,1,0,0,1,?,?,?,14
2007,0,?,0,0,1,3,2,?,0,3,6,0,2,3,?,7,12,?,?,2,1,8,1,0,0,0,11,3,?,14
2006,0,?,0,0,1,3,2,?,0,3,?,0,2,3,16,7,12,0,1,2,?,8,?,0,0,0,11,?,?,14
2012,0,?,0,16,1,3,2,1,3,3,6,7,2,?,16,7,12,0,0,2,1,8,1,0,0,0,11,3,?,?
1648,0,?,0,5,1,3,2,1,11,3,6,0,?,0,16,7,?,0,0,?,1,8,1,0,6,?,0,3,?,?
1985,0,?,0,5,1,3,2,1,11,3,6,?,2,0,16,7,12,0,?,2,?,8,1,0,6,?,0,?,?,14
1426,0,?,0,5,1,?,?,1,11,3,6,1,2,?,16,7,12,19,0,2,?,8,1,0,6,0,0,3,?,14
1594,1,?,?,0,1,3,?,0,?,3,?,0,0,?,16,7,?,?,1,?,7,8,1,?,2,18,0,3,?,14
1661,1,?,?,2,1,3,?,0,0,3,?,?,0,0,16,7,12,?,0,2,7,8,1,?,2,18,0,3,?,14
1660,1,?,22,2,1,3,2,0,0,3,?,?,0,0,?,7,12,?,?,2,7,8,?,?,2,18,0,3,?,14
1486,?,0,0,?,?,3,2,0,0,3,?,14,0,0,16,7,12,0,0,2,7,8,1,?,7,18,4,?,?,14
1563,1,0,0,25,1,3,2,0,0,3,?,14,0,0,16,?,12,0,0,2,?,8,1,?,0,18,0,3,?,?
1625,?,0,0,0,1,3,?,0,0,3,?,14,?,?,?,?,12,0,0,2,7,8,1,?,0,18,0,3,?,?
